name,link,ingredients,steps,nutrition,image_url
Peanut Butter Strawberry Smoothie,https://www.allrecipes.com/recipe/236205/peanut-butter-strawberry-smoothie/,"{'quantity': '8', 'unit': '', 'name': 'strawberries, sliced'}, {'quantity': '½', 'unit': 'cup', 'name': 'plain yogurt'}, {'quantity': '¼', 'unit': 'cup', 'name': 'milk'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'creamy peanut butter'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'brown sugar'}","Place strawberries, yogurt, milk, peanut butter, and brown sugar together in a blender; blend for 2 minutes then rest for 10 seconds. Blend until smooth, 2 minutes more.","calories: 363, fat: 20g, carbs: 33g, protein: 18g, servings: 1",https://www.allrecipes.com/thmb/Zcij2V6FlpMwGyEzV4O8MdngzRY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1129217-d8c9929518b84c10951ba787abadb3bb.jpg
Flax Seed Smoothie,https://www.allrecipes.com/recipe/161325/flax-seed-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'low-fat vanilla soy milk'}, {'quantity': '1', 'unit': 'cup', 'name': 'frozen strawberries'}, {'quantity': '½', 'unit': '', 'name': 'frozen banana, peeled and cut into chunks'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'flaxseed meal'}","Place soy milk, strawberries, banana, and flaxseed meal into a blender; blend until smooth.","calories: 273, fat: 8g, carbs: 47g, protein: 8g, servings: 1",https://www.allrecipes.com/thmb/hKzUwo6jNxIKqYwXQCRpEK9wryY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5579480-6fc4b0d192d14492aa873ce93dceff58.jpg
Peach Banana Smoothie,https://www.allrecipes.com/recipe/232903/peach-banana-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'plain yogurt'}, {'quantity': '1', 'unit': '(15.25 ounce) can', 'name': 'peaches'}, {'quantity': '2', 'unit': '', 'name': 'bananas, sliced'}, {'quantity': '¼', 'unit': 'cup', 'name': 'orange juice'}, {'quantity': '¼', 'unit': 'cup', 'name': 'white sugar, or to taste'}, {'quantity': '2', 'unit': 'cubes', 'name': 'ice'}","Blend yogurt, peaches, bananas, orange juice, sugar, and ice in a blender on high until the ice is crushed and the smoothie is to your desired consistency.","calories: 194, fat: 1g, carbs: 44g, protein: 5g, servings: 4",https://www.allrecipes.com/thmb/yZAFM4KKtttZjdBEScqeW_I3q44=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1115853-f61b636e115c4f31a46b8e1be44435ca.jpg
Banana Peanut Butter Smoothie,https://www.allrecipes.com/recipe/237693/banana-peanut-butter-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'unsweetened almond milk'}, {'quantity': '1', 'unit': '', 'name': 'frozen banana, sliced'}, {'quantity': '½', 'unit': 'cup', 'name': 'ice, or as needed'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'powdered peanut butter'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'cocoa powder'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'cinnamon'}","Blend almond milk, banana, ice, powdered peanut butter, cocoa powder, and cinnamon together in a blender until smooth.","calories: 232, fat: 5g, carbs: 46g, protein: 8g, servings: 1",https://www.allrecipes.com/thmb/Qpc4ZTFQDyu4qWh8hhRZjc1Ws2M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1130642-60e57b06af074d77aa620585c7fac6a8.jpg
Watermelon Milkshake,https://www.allrecipes.com/recipe/215579/watermelon-milkshake/,"{'quantity': '1 ½', 'unit': 'cups', 'name': 'diced watermelon'}, {'quantity': '2 ¼', 'unit': 'cups', 'name': 'milk'}, {'quantity': '2', 'unit': 'teaspoons', 'name': 'white sugar'}",Process the watermelon and milk together in a blender until smooth. Add the sugar and blend another 10 seconds to incorporate. Serve immediately.,"calories: 94, fat: 3g, carbs: 13g, protein: 5g, servings: 4",https://www.allrecipes.com/thmb/V6D_OFJ-7s5q6o8HgHa2DDEoO-E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/687260-4d95ba38deaa4581b073d186f2fd4be6.jpg
Green Monster Smoothie,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'fat-free milk'}, {'quantity': '½', 'unit': 'cup', 'name': 'fat-free plain yogurt'}, {'quantity': '1', 'unit': '', 'name': 'banana, frozen and chunked'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'natural peanut butter'}, {'quantity': '2', 'unit': 'cups', 'name': 'fresh spinach'}, {'quantity': '1', 'unit': 'cup', 'name': 'ice cubes (Optional)'}","Blend milk, yogurt, banana, peanut butter, spinach, and ice cubes until smooth.","calories: 382, fat: 9g, carbs: 56g, protein: 24g, servings: 1",https://www.allrecipes.com/thmb/yQPMVY9I8znJRpJze_QAvXEHZ-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2983047-green-monster-smoothie-Buckwheat-Queen-4x3-1-2ab7a395e370404a9fe660df37157c9b.jpg
Lela's Protein Mango Smoothie,https://www.allrecipes.com/recipe/238647/lelas-protein-mango-smoothie/,"{'quantity': '½', 'unit': '', 'name': 'mango, chopped, or more to taste'}, {'quantity': '½', 'unit': 'cup', 'name': 'low-fat vanilla yogurt'}, {'quantity': '½', 'unit': 'cup', 'name': 'almond milk'}, {'quantity': '½', 'unit': 'cup', 'name': 'ice'}, {'quantity': '1', 'unit': 'scoop', 'name': 'vanilla whey protein powder'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'honey, or to taste (Optional)'}","Blend mango, yogurt, almond milk, ice, protein powder, and honey together in a blender until smooth.","calories: 401, fat: 4g, carbs: 49g, protein: 45g, servings: 1",https://www.allrecipes.com/thmb/FAcnxOHeCkDOZaJ1D8kYzux-d4I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2384098-lelas-protein-mango-smoothie-Buckwheat-Queen-4x3-1-f261e42cdaf34c91bf3459030b54f0e8.jpg
Healthy Blueberry Breakfast Smoothie,https://www.allrecipes.com/recipe/242198/healthy-blueberry-breakfast-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'fresh blueberries'}, {'quantity': '½', 'unit': 'cup', 'name': 'Greek yogurt'}, {'quantity': '¼', 'unit': 'cup', 'name': 'orange juice'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'white sugar, or to taste'}, {'quantity': '¼', 'unit': 'teaspoon', 'name': 'vanilla extract'}, {'quantity': '1', 'unit': 'pinch', 'name': 'ground cinnamon, or to taste'}, {'quantity': '3', 'unit': '', 'name': 'ice cubes'}","Blend blueberries, yogurt, orange juice, sugar, vanilla extract, and cinnamon together in a blender on low speed for 30 seconds; increase speed to high and blend until smooth, about 2 minutes. Add ice and blend on high until smooth, about 1 minute more.","calories: 295, fat: 11g, carbs: 45g, protein: 8g, servings: 1",https://www.allrecipes.com/thmb/l51leHv9n80IEis8_iv0uGNcwPU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2271701-healthy-blueberry-breakfast-smoothie-France-C-4x3-1-404b25a22de74d35a90f4bb95f5c7c15.jpg
All-Fruit Smoothies,https://www.allrecipes.com/recipe/228854/all-fruit-smoothies/,"{'quantity': '1', 'unit': 'cup', 'name': 'pineapple juice'}, {'quantity': '1', 'unit': 'large', 'name': 'banana, cut into chunks'}, {'quantity': '1', 'unit': 'cup', 'name': 'frozen strawberries'}, {'quantity': '1', 'unit': 'cup', 'name': 'frozen blueberries'}","Pour pineapple juice into a blender and add banana, strawberries, and blueberries. Cover and blend until smooth, about 1 minute. Pour into 2 glasses.","calories: 205, fat: 1g, carbs: 51g, protein: 2g, servings: 2",https://www.allrecipes.com/thmb/1K6wdTTbXPv4sC8Kw3lFrZRRJXY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8145176-ee5789a9c4b34078b5f558bd54deafab.jpg
Mangonada,https://www.allrecipes.com/recipe/285857/mangonada/,"{'quantity': '1', 'unit': 'teaspoon', 'name': 'chamoy (Mexican chili fruit condiment)'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'chili-lime seasoning (such as Tajin)'}, {'quantity': '1', 'unit': 'cup', 'name': 'mango chunks, frozen'}, {'quantity': '¾', 'unit': 'cup', 'name': 'water'}, {'quantity': '½', 'unit': 'medium', 'name': 'lime, juiced'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'chamoy (Mexican chili fruit condiment)'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'chili-lime seasoning (such as Tajin)'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'diced fresh mango'}","Place 1 teaspoon chamoy on a plate. Place 1 teaspoon chili-lime seasoning on another plate. Dip rim of glass first in chamoy, then in chili-lime seasoning. Set aside.. Combine frozen mango, water, and lime juice in a blender; blend until smooth.. Place 1/2 tablespoon chamoy in the bottom of the glass. Add 1/2 teaspoon chili-lime seasoning and 1/2 of the blended mangoes. Repeat layers and top with diced fresh mango.","calories: 147, fat: 1g, carbs: 38g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/zuB34t82XOivbCGA-N8s_sHeZP0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9420480-7d99449b29a646789439385bd7eab56e.jpg
Creamy Mango Smoothie,https://www.allrecipes.com/recipe/215171/creamy-mango-smoothie/,"{'quantity': '¾', 'unit': 'cup', 'name': 'cold milk'}, {'quantity': '¼', 'unit': 'cup', 'name': 'vanilla yogurt'}, {'quantity': '¾', 'unit': 'teaspoon', 'name': 'vanilla extract'}, {'quantity': '1 ½', 'unit': 'cups', 'name': 'chopped fresh mango'}, {'quantity': '3', 'unit': '', 'name': 'ice cubes'}","Blend the milk, yogurt, vanilla extract, mango, and ice cubes in a blender until smooth and creamy.","calories: 157, fat: 3g, carbs: 30g, protein: 5g, servings: 2",https://www.allrecipes.com/thmb/-EY929TdKF1ZQZy7E7YKnJvrj8c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/964770-5711c7351e7c4c0aba32942af7069989.jpg
Nectarine Sunshine Smoothie,https://www.allrecipes.com/recipe/214990/nectarine-sunshine-smoothie/,"{'quantity': '2', 'unit': 'large', 'name': 'nectarines, pitted and quartered'}, {'quantity': '1', 'unit': '', 'name': 'banana, cut into pieces and frozen'}, {'quantity': '1', 'unit': 'large', 'name': 'orange, peeled and quartered'}, {'quantity': '1', 'unit': 'cup', 'name': 'vanilla yogurt'}, {'quantity': '1', 'unit': 'cup', 'name': 'orange juice'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'honey'}","Place the nectarines, frozen banana chunks, orange, vanilla yogurt, orange juice, and honey into a blender, and blend until smooth.","calories: 184, fat: 1g, carbs: 41g, protein: 5g, servings: 4",https://www.allrecipes.com/thmb/zy2JAvVTUFIIw9QpegJtpy6JQc8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/439840-nectarine-sunshine-smoothie-Alberta-Rose-4x3-1-fa558b8e51f9417e87fe1bad19509b9b.jpg
Berries and Cream Smoothie,https://www.allrecipes.com/recipe/277994/berries-and-cream-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'heavy cream'}, {'quantity': '¾', 'unit': 'cup', 'name': 'half-and-half'}, {'quantity': '¼', 'unit': 'cup', 'name': 'white sugar'}, {'quantity': '½', 'unit': 'teaspoon', 'name': 'vanilla extract'}, {'quantity': '1', 'unit': 'cup', 'name': 'frozen blueberries'}, {'quantity': '1', 'unit': 'cup', 'name': 'frozen strawberries'}, {'quantity': '½', 'unit': 'cup', 'name': 'frozen raspberries'}, {'quantity': '½', 'unit': 'cup', 'name': 'frozen blackberries'}, {'quantity': '½', 'unit': 'cup', 'name': 'milk'}","Pour cream and half-and-half into an electric blender and blend on low speed until it begins to thicken. Add sugar and vanilla extract and mix for about 30 seconds. Add blueberries, strawberries, raspberries, and blackberries. Blend until smooth, adding milk if necessary to make blending easier.","calories: 517, fat: 38g, carbs: 42g, protein: 6g, servings: 3",https://www.allrecipes.com/thmb/Bt_YgWCFsyCthNgVpWlu4HGQF5k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/968619-2021930f10a245e8bd0b407a441d6b17.jpg
Banana Smoothie I,https://www.allrecipes.com/recipe/22929/banana-smoothie-i/,"{'quantity': '1', 'unit': '', 'name': 'banana'}, {'quantity': '1', 'unit': 'cup', 'name': 'milk'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'vanilla extract'}, {'quantity': '1', 'unit': '', 'name': 'egg'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'white sugar'}, {'quantity': '1', 'unit': 'pinch', 'name': 'ground cinnamon'}","In a blender, combine banana, milk, vanilla, egg and sugar. Blend until smooth. Pour into a tall glass and top with a pinch of cinnamon.","calories: 410, fat: 10g, carbs: 65g, protein: 16g, servings: 1",https://www.allrecipes.com/thmb/MUYQdPffNk26HxiGSLWFpo2c_y4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/583230-banana-smoothie-i-Maggie-Yant-4x3-1-62b0c5fc7a864a01824ccef5f8d87eba.jpg
My Mango Lassi,https://www.allrecipes.com/recipe/264349/my-mango-lassi/,"{'quantity': '1 ½', 'unit': 'cups', 'name': 'mangos - peeled, seeded, chopped, and chilled'}, {'quantity': '1 ½', 'unit': 'cups', 'name': 'plain yogurt'}, {'quantity': '½', 'unit': 'cup', 'name': 'cold milk'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'heavy cream'}, {'quantity': '2', 'unit': 'tablespoons', 'name': ""confectioners' sugar""}, {'quantity': '½', 'unit': 'teaspoon', 'name': 'ground cardamom'}","Combine mangos, yogurt, milk, cream, confectioners' sugar, and cardamom in a blender; blend until smooth and frothy. Pour into glasses and serve immediately.","calories: 228, fat: 10g, carbs: 24g, protein: 12g, servings: 2",https://cdn.jwplayer.com/v2/media/eI3mQEk7/poster.jpg?width=720
Banana Lassi,https://www.allrecipes.com/recipe/238362/banana-lassi/,"{'quantity': '2', 'unit': '', 'name': 'over-ripe bananas, broken into chunks'}, {'quantity': '1 ¼', 'unit': 'cups', 'name': 'thick plain yogurt'}, {'quantity': '⅓', 'unit': 'cup', 'name': 'milk, or more to taste'}, {'quantity': '2', 'unit': '', 'name': 'ice cubes'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'white sugar'}","Blend bananas, yogurt, milk, ice cubes, and sugar together in a blender until smooth.","calories: 270, fat: 4g, carbs: 52g, protein: 11g, servings: 2",https://www.allrecipes.com/thmb/lpPdyzd0oPzi7aj6IQDre9_Tpc0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1234501-312853289dbe49ea921b50c9382f1f10.jpg
Raspberry Blackberry Smoothie,https://www.allrecipes.com/recipe/203239/raspberry-blackberry-smoothie/,"{'quantity': '1', 'unit': 'small', 'name': 'banana'}, {'quantity': '½', 'unit': 'cup', 'name': 'blackberries'}, {'quantity': '1', 'unit': 'cup', 'name': 'fresh raspberries'}, {'quantity': '1', 'unit': '(6 ounce) container', 'name': 'vanilla yogurt'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'honey'}, {'quantity': '4', 'unit': '', 'name': 'ice cubes'}","Place banana, blackberries, raspberries, yogurt, honey, and ice cubes into a blender. Blend until smooth.","calories: 195, fat: 2g, carbs: 43g, protein: 6g, servings: 2",https://www.allrecipes.com/thmb/j-qE8GgEvdaOr9UkWirRX7ek3NA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Raspberry-Blackberry-Smoothie-2000-3a85c58ac97d4c02897d155ff718288a.jpg
Peanut Butter Mango Smoothie,https://www.allrecipes.com/recipe/238642/peanut-butter-mango-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'vanilla yogurt'}, {'quantity': '1', 'unit': '', 'name': 'banana, broken into chunks'}, {'quantity': '½', 'unit': 'cup', 'name': 'frozen mango chunks'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'peanut butter, or to taste'}","Blend yogurt, banana, mango, and peanut butter together in a blender until smooth.","calories: 279, fat: 10g, carbs: 41g, protein: 11g, servings: 2",https://www.allrecipes.com/thmb/1lYMFZXgJySgs6CXn_C-osY62lo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1351359-8888229b6133489ba0eeaf6e6cbe8ec8.jpg
Bananerberry Smoothie,https://www.allrecipes.com/recipe/20126/bananerberry-smoothie/,"{'quantity': '1', 'unit': 'cup', 'name': 'fresh strawberries'}, {'quantity': '1', 'unit': '', 'name': 'banana, sliced'}, {'quantity': '1', 'unit': 'cup', 'name': 'fresh peaches'}, {'quantity': '1', 'unit': 'cup', 'name': 'apples'}, {'quantity': '1 ½', 'unit': 'cups', 'name': 'vanilla ice cream'}, {'quantity': '1 ½', 'unit': 'cups', 'name': 'ice cubes'}, {'quantity': '½', 'unit': 'cup', 'name': 'milk'}","In a blender combine strawberries, banana, peaches, apples, and ice cream. Blend until smooth. Add ice, pour in milk and blend again until smooth. Serve immediately.","calories: 354, fat: 13g, carbs: 58g, protein: 7g, servings: 2",https://www.allrecipes.com/thmb/42bkUI8CFjoLdeqporpBD5F7jp0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/433563-bananerberry-smoothie-Pam-Ziegler-Lutz-4x3-1-5ee163f5d3fa4b30ab66f2616f50f9bf.jpg
