name,link,ingredients,steps,nutrition,image_url
Revolver Cocktails,https://www.allrecipes.com/revolver-cocktails-recipe-8741080,"{'quantity': None, 'unit': None, 'name': 'ice'}, {'quantity': '4', 'unit': 'ounces', 'name': 'bourbon'}, {'quantity': '1', 'unit': 'ounce', 'name': 'coffee liqueur (such as'}, {'quantity': '4', 'unit': 'dashes', 'name': 'orange bitters'}, {'quantity': '2', 'unit': None, 'name': 'orange twists'}","Fill a mixing glass or cocktail shaker half full with ice. Add bourbon, liqueur, and bitters. Stir or shake until very cold, about 30 seconds.. Strain into 2 glasses. Rub rim of each glass with an orange twist, then garnish each glass with a twist.","calories: 197, fat: 0g, carbs: 6g, protein: 0g, servings: 2",https://www.allrecipes.com/thmb/DNgRTl8WFJVb-H-iNMM-m6hdTVs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8741080-Revolver-Cocktails-Allrecipes-Magazine-4x3-e7f186590fb94584a61036a5fa1c8ff9.jpg
Breakfast Margarita,https://www.allrecipes.com/breakfast-margarita-recipe-8742323,"{'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1/2', 'unit': 'fluid ounce', 'name': 'orange liqueur, such as Cointreau'}, {'quantity': '1', 'unit': None, 'name': 'orange, juiced'}, {'quantity': '1/2', 'unit': None, 'name': 'lime, juiced'}, {'quantity': '2', 'unit': 'teaspoons', 'name': 'orange marmalade'}, {'quantity': None, 'unit': None, 'name': 'orange slice, for garnish'}","Fill a shaker halfway with ice; pour in tequila, orange liqueur, orange juice, and lime juice. Shake until the outside of the shaker is frosted, 15 to 30 seconds. Pour into a glass; garnish with an orange slice.","calories: 392, fat: 1g, carbs: 67g, protein: 4g, servings: 1",https://cdn.jwplayer.com/v2/media/iWvR9pzM/thumbnails/nHbVOqNN.jpg
Bunny Mary,https://www.allrecipes.com/bunny-mary-recipe-8739310,"{'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '1/4', 'unit': 'teaspoon', 'name': 'celery seed'}, {'quantity': '4', 'unit': 'fluid ounces', 'name': 'carrot juice'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'vodka'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'lime juice'}, {'quantity': '2', 'unit': 'dashes', 'name': 'Worcestershire sauce'}, {'quantity': '2', 'unit': 'dashes', 'name': 'hot sauce'}, {'quantity': '1/2', 'unit': 'teaspoon', 'name': 'prepared horseradish'}","Place celery seed on a plate. Moisten the rim of a glass with a lime wedge. Dip rim in celery seed until coated. Set aside.. Fill a shaker with ice. Add carrot juice, vodka, lime juice, Worcestershire sauce, Tabasco, and horseradish. Shake until well combined. Pour into the prepared glass.","calories: 202, fat: 0g, carbs: 19g, protein: 2g, servings: 1",https://www.allrecipes.com/thmb/n_dkRTeycX3OvuRHEIU_8Zl6j_E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8739310_Bunny-Mary_Yolanda-Gutierrez_4x3-7bb5a0833a4d48b1bb619befa677e139.jpg
Shelia's Chocolate Martini,https://www.allrecipes.com/shelia-s-chocolate-martini-recipe-8733019,"{'quantity': '1', 'unit': 'tablespoon', 'name': 'chocolate syrup'}, {'quantity': '2', 'unit': 'ounces', 'name': 'vanilla vodka'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'RumChata'}, {'quantity': '1/2', 'unit': 'ounce', 'name': '2% milk'}","Pour chocolate syrup into 2 martini glass; swirl to line the glass, and pour the extra into a cocktail shaker. Place glasses in the freezer until frosted, 5 to 10 minutes.. Add vodka, RumChata, and milk, to the cocktail shaker. Add ice and shake until the outside of the shaker is frosted, 10 to 15 seconds. Strain into coated martini glasses and enjoy.","calories: 184, fat: 3g, carbs: 8g, protein: 1g, servings: 2",https://www.allrecipes.com/thmb/SZkT0EO-RclGPZyVaO_QGuByo7w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8733019_Shelias-Chocolate-Martini_Shelia-Johnson_4x3-189212c957264a10a9c07f108db32b95.jpg
Citrus Adobo Margarita,https://www.allrecipes.com/citrus-adobo-margarita-recipe-8732996,"{'quantity': '2', 'unit': None, 'name': 'lime wedges'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'chili-lime seasoning (such as Tajin®)'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice'}, {'quantity': '1 1/2', 'unit': 'ounces', 'name': 'tequila'}, {'quantity': '1', 'unit': 'ounce', 'name': 'orange liqueur'}, {'quantity': '1', 'unit': 'ounce', 'name': 'lime juice'}, {'quantity': '1', 'unit': 'ounce', 'name': 'orange juice'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'adobo sauce'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'agave syrup'}","Sprinkle chili lime seasoning onto a plate. Moisten the rim of a glass with a lime wedge. Press the moistened rim into the seasoning. Fill the glass with ice.. Fill a cocktail shaker with tequila, triple sec, lime juice, orange juice, adobo sauce, and agave syrup. Add 1 cup ice. Seal and shake vigorously until outside is frosted, 10 to 15 seconds.. Strain margarita into the glass and garnish with remaining lime wedge.","calories: 276, fat: 1g, carbs: 33g, protein: 2g, servings: 1",https://www.allrecipes.com/thmb/fPvqV2c5N21zVksai9qnwqBcAQ0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8732996_Citrus-Adobo-Margarita_France-Cevallos_4x3-6f6b8d43bfab47b882751747b11ad716.jpg
Bloody Maria,https://www.allrecipes.com/bloody-maria-recipe-8730420,"{'quantity': '1/2', 'unit': 'teaspoon', 'name': 'Tajin®)'}, {'quantity': '4', 'unit': 'fluid ounces', 'name': 'tomato juice'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'lime juice'}, {'quantity': '2', 'unit': 'dashes', 'name': 'Worcestershire sauce'}, {'quantity': '2', 'unit': 'dashes', 'name': 'hot sauce'}, {'quantity': '1/2', 'unit': 'teaspoon', 'name': 'prepared horseradish'}, {'quantity': '1/4', 'unit': 'teaspoon', 'name': 'celery seed'}","Place Tajin on a plate. Moisten the rim of a glass with a lime wedge. Press the moistened rim into Tajin. Set aside.. Fill a cocktail shaker with ice. Add tomato juice, tequila, lime juice, Worcestershire sauce, Tabasco, horseradish, and celery seed. Shake until the outside of shaker is frosted; strain into the prepared glass.","calories: 158, fat: 1g, carbs: 6g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/5iD5ACBwHljKp-6pe3uU1dhySfs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8730420_Bloody-Maria_Yolanda-Gutierrez_4x3-540c99c732834c978b7818e2f2f3cce6.jpg
Bloody Caesar,https://www.allrecipes.com/bloody-caesar-recipe-8730391,"{'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'celery salt,'}, {'quantity': '1', 'unit': 'cup', 'name': 'ice'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'vodka'}, {'quantity': '4', 'unit': 'dashes', 'name': 'Worcestershire sauce'}, {'quantity': '2', 'unit': 'dashes', 'name': 'Tabasco'}, {'quantity': '8', 'unit': 'fluid ounces', 'name': 'Clamato'}, {'quantity': '1', 'unit': None, 'name': 'celery stick, plus other garnishes'}","Sprinkle celery salt onto a plate. Moisten the rim of a glass with lime wedge. Press the moistened rim into the salt. Fill glass with ice.. Add vodka, Worcestershire sauce, and Tabasco sauce, then fill with Clamato juice and gently stir. Sprinkle in a pinch of celery salt, then garnish with lime wedge, celery stick and other preferred garnishes.","calories: 286, fat: 1g, carbs: 37g, protein: 3g, servings: 1",https://www.allrecipes.com/thmb/RmltJvouIGSd0IF5iu3IKksqutI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8730391_Bloody-Caesar_France-Cevallos_4x3-98860061c96b4c55ab87590a156199d0.jpg
Green Apple Martini,https://www.allrecipes.com/green-apple-martini-recipe-8721476,"{'quantity': '2', 'unit': 'fluid ounces', 'name': 'apple flavored vodka'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'green apple pucker liqueur'}, {'quantity': '1', 'unit': 'ounce', 'name': 'lemonade'}, {'quantity': '1', 'unit': 'tablespoon', 'name': 'agave syrup or simple syrup'}, {'quantity': None, 'unit': None, 'name': 'green apple slices, for garnish'}","Add green apple vodka, green apple pucker, lemonade, and agave syrup to a cocktail shaker. Fill the shaker with ice.. Shake very well and pour into 2 frosted martini glasses. Garnish with green apple slices.","calories: 119, fat: 0g, carbs: 15g, protein: 0g, servings: 2",https://www.allrecipes.com/thmb/TI_UDtpy0qYeuRC_yPtBxzYwQbc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8721476_Green-Apple-Martini_Shelia-Johnson_4x3-5b4425f88d534aaa9051a640f2bfaf8a.jpg
Blackberry Margarita,https://www.allrecipes.com/blackberry-margarita-recipe-8717118,"{'quantity': '1', 'unit': 'teaspoon', 'name': 'salt'}, {'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice'}, {'quantity': '12', 'unit': None, 'name': 'blackberries'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'triple sec'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'simple syrup'}, {'quantity': '3/4', 'unit': 'fluid ounces', 'name': 'lime juice'}","Sprinkle salt onto a plate. Moisten the rim of a glass with lime wedge. Press the moistened rim into the salt. Fill the glass with ice.. Fill a cocktail shaker with 10 blackberries, reserving 2 blackberries for garnish. Use a muddler to crush berries to release their juices. Add tequila, triple sec, simple syrup and lime juice to the shaker and add 1 cup of ice. Seal and shake vigorously until outside is frosted, 10 to 15 seconds.. Strain margarita into the glass and garnish with remaining blackberries.","calories: 309, fat: 1g, carbs: 37g, protein: 2g, servings: 1",https://www.allrecipes.com/thmb/Eb3sNCTcT9RbRr0J1Ym9UebtdSw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8717118_Blackberry-Margarita_France-Cevallos_4x3-ff68c2cee7854a2792f9d225ab6e4dc1.jpg
Dirt Road Martini,https://www.allrecipes.com/dirt-road-martini-recipe-8707143,"{'quantity': None, 'unit': None, 'name': 'ice as needed'}, {'quantity': '2', 'unit': 'ounces', 'name': 'vodka'}, {'quantity': '2', 'unit': 'ounces', 'name': 'unsweetened tea'}, {'quantity': '1/4', 'unit': 'ounce', 'name': 'brine from Mezzetta Italian Mix Giardiniera'}, {'quantity': None, 'unit': None, 'name': 'martini olives'}, {'quantity': None, 'unit': None, 'name': 'vegetable pieces from Mezzetta Italian Mix Giardiniera, for garnish'}",,,https://cdn.jwplayer.com/v2/media/wM3c9eTH/thumbnails/RAuGUfQG.jpg
Blackberry Mojito,https://www.allrecipes.com/blackberry-mojito-recipe-8693937,"{'quantity': '4', 'unit': 'teaspoons', 'name': 'sugar'}, {'quantity': '2', 'unit': 'tablespoons', 'name': 'lime juice'}, {'quantity': '10', 'unit': None, 'name': 'blackberries'}, {'quantity': '10', 'unit': None, 'name': 'mint leaves'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'soda water'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'rum'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'ice,'}","Place sugar, lime juice, blackberries and mint leaves in an old fashioned glass, and mash well with a cocktail muddler. Add soda water and rum; stir. Fill with ice.","calories: 232, fat: 0g, carbs: 26g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/RZ8BY3pBGtC84jnLtgPSjS-BDZw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8693937_Blackberry-Mojito_Yolanda-Gutierrez_4x3-bcc479341aea47cc89b833f4e9e88c22.jpg
Skinny Spicy Margarita,https://www.allrecipes.com/skinny-spicy-margarita-recipe-8693903,"{'quantity': '1', 'unit': 'teaspoon', 'name': 'chili lime seasoning'}, {'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '6', 'unit': None, 'name': 'jalapeno slices, divided'}, {'quantity': None, 'unit': None, 'name': 'ice, as needed'}, {'quantity': '1 3/4', 'unit': 'ounces', 'name': 'tequila'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'lime juice'}, {'quantity': '1 1/4', 'unit': 'fluid ounces', 'name': 'orange juice'}, {'quantity': '1', 'unit': 'teaspoon', 'name': 'agave syrup'}","Pour Tajin onto a plate. Rub a lime wedge around the rim of a glass, and dip the rim of the glass in Tajin.. Place 3 jalapeno slices into a cocktail shaker and mash well with a cocktail muddler. Add ice to the shaker. Pour in tequila, lime juice, orange juice, and agave syrup; cover and shake until the outside of the shaker has frosted, about 30 seconds. Strain into a chilled glass and garnish with remaining jalapeno slices. Serve immediately.","calories: 216, fat: 1g, carbs: 29g, protein: 2g, servings: 1",https://www.allrecipes.com/thmb/Iw_N4RMdBM-SnF9-UT2EYtUZbfM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8693903_Skinny-Spicy-Margarita_Yolanda-Gutierrez_4x3-de5d7d972b6e4584b9fa7c7ab73bfc4b.jpg
Sparkling PB&J Sidecars,https://www.allrecipes.com/sparkling-pb-and-j-sidecars-recipe-8691881,"{'quantity': None, 'unit': None, 'name': 'superfine sugar'}, {'quantity': '1', 'unit': None, 'name': 'lemon wedge'}, {'quantity': None, 'unit': None, 'name': 'ice, as needed'}, {'quantity': '3', 'unit': 'fluid ounces', 'name': 'peanut butter whiskey'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'lemon juice'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'orange liqueur'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'raspberry liqueur'}, {'quantity': '3', 'unit': 'fluid ounces', 'name': 'sparkling water'}, {'quantity': None, 'unit': None, 'name': 'raspberries'}","Spread sugar on a small plate. Rub rims of 2 cocktail glasses with lemon wedge. Dip rims in sugar to coat.. Fill a cocktail shaker half full with ice. Add whiskey, lemon juice, orange liqueur, and raspberry liqueur. Cover and shake until outside of shaker is frosted, about 60 seconds. Strain into prepared glasses. Top each cocktail with 1 1/2 ounces sparkling water and garnish with a raspberry.","calories: 299, fat: 1g, carbs: 45g, protein: 4g, servings: 2",https://www.allrecipes.com/thmb/rAUAj7O8QMS9vV-iWczuitsWsjQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8691881-SparklingPBJSidecars-Allrecipes-Magazine-KH_011824_AR0229-4x3-eaec335df2d646a787b101edf69e8fb3.jpg
Big Batch Freezer Lemon Drop Martinis,https://www.allrecipes.com/big-batch-freezer-lemon-drop-martinis-recipe-8683079,"{'quantity': '1 3/4', 'unit': 'cups', 'name': 'vodka'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'freshly squeezed lemon juice'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'orange liqueur'}, {'quantity': '1/3', 'unit': 'cup', 'name': 'simple syrup'}","Pour vodka, lemon juice, orange liqueur, and simple syrup into a freezer-safe 750ml bottle. Cover tightly, and tilt gently a few times to incorporate ingredients.  Place bottle in the freezer for several hours until very well chilled.. Shake gently before serving. Serve as desired, as in a sugar-rimmed glass.  Store any extra in the freezer until ready to use.","calories: 184, fat: 0g, carbs: 11g, protein: 0g, servings: 8",https://cdn.jwplayer.com/v2/media/B2K4C6Ib/thumbnails/hP9m8Gii.jpg
Frozen Espresso Martini,https://www.allrecipes.com/frozen-espresso-martini-recipe-8686021,"{'quantity': '3', 'unit': 'cups', 'name': 'espresso'}, {'quantity': '1', 'unit': 'cup', 'name': 'simple syrup'}, {'quantity': '6', 'unit': 'fluid ounces', 'name': 'vanilla vodka'}, {'quantity': '6', 'unit': 'fluid ounces', 'name': 'Kahlúa®'}, {'quantity': '2', 'unit': 'luid ounces', 'name': 'Frangelico®'}, {'quantity': None, 'unit': None, 'name': 'black onyx cocoa powder,'}","Gather all ingredients.. Stir brewed espresso and simple syrup together in a small pitcher. Pour mixture into ice cube trays and freeze for 8 hours or overnight.. Pour vodka, Kahlúa, and Frangelico into a blender. Add in the espresso ice cubes, and blend until smooth.. Pour frozen mixture into 4 martini glasses. Lightly dust the martini with black onyx cocoa powder. Enjoy!","calories: 476, fat: 1g, carbs: 66g, protein: 1g, servings: 4",https://www.allrecipes.com/thmb/soIVik_7x1LbD7DpAQ6Wje-d698=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-frozen-espresso-martini-recipe-8686021-VAT-hero-04-4x3-6a199361f3794af9a9af96cc04131a8d.jpg
This Matcha Martini Will Be Your Go-to Drink of the Summer,https://www.allrecipes.com/matcha-martini-recipe-8659374,"{'quantity': '2', 'unit': 'ounces', 'name': 'matcha'}, {'quantity': '1', 'unit': 'ounce', 'name': 'vodka'}, {'quantity': '1/2', 'unit': 'ounce', 'name': 'creme de cacao'}, {'quantity': '1/2', 'unit': 'ounce', 'name': 'simple syrup'}, {'quantity': 'inch', 'unit': None, 'name': 'matcha powder'}",,"calories: 126, fat: 0g, carbs: 11g, protein: 0g",https://www.allrecipes.com/thmb/Y870wwaaj7n2Lw0ds0S8KGrYpbU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-matcha-martini-trend-recipe-7488358-VAT-hero-02-4x3-c8798644e1914daab206f403fbeee938.jpg
20 Fourth of July Cocktails That Are Worthy of Celebration,https://www.allrecipes.com/july-fourth-drink-recipes-8671392,,,,https://www.allrecipes.com/thmb/QZvBR6OPOosivG6oEVJGGitVSeM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/72612-SangriaSangria-mfs-2X3-1483-f866d8b511ce4660a66774b3bb741679.jpg
Coconut Rum Brazilian Lemonade,https://www.allrecipes.com/coconut-rum-brazilian-lemonade-recipe-8662721,"{'quantity': '2', 'unit': None, 'name': 'limes'}, {'quantity': '2', 'unit': 'cups', 'name': 'water'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'coconut rum'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'sweetened condensed milk'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice'}","Rinse limes and cut the ends off.  Cut each lime in 8 wedges and add to a blender.  Add water, coconut rum, and sweetened condensed milk; blend until creamy.. Fill 3 glasses with ice and strain lemonade over.","calories: 169, fat: 2g, carbs: 28g, protein: 2g, servings: 3",https://www.allrecipes.com/thmb/_Fj4JORa7lkR8p3An7QW-VeNTMY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8662721_CoconutBrazilianLemonade4x3-13f50414a615436cb21d3209b2732c5a.jpg
Celery Margarita,https://www.allrecipes.com/celery-margarita-recipe-8657443,"{'quantity': '1', 'unit': 'tablespoon', 'name': 'kosher salt'}, {'quantity': '1/4', 'unit': 'teaspoon', 'name': 'ground coriander'}, {'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': None, 'unit': None, 'name': 'ice, as needed'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'celery cordial'}, {'quantity': '3/4', 'unit': 'fluid ounce', 'name': 'lime juice'}, {'quantity': '3', 'unit': 'dashes', 'name': 'celery bitters'}, {'quantity': None, 'unit': None, 'name': 'leafy celery stalk, for garnish'}","Mix salt and coriander together on a small plate. Wipe rim of a margarita glass with lime wedge. Dip rim in salt mixture to coat. Fill glass with crushed ice.. Fill a cocktail shaker half full with ice. Add tequila, celery cordial, lime juice, and bitters to shaker; cover and shake until outside of shaker is frosted, about 60 seconds. Strain into prepared glass and garnish with celery stalk.","calories: 180, fat: 0g, carbs: 23g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/F66r9-hbQ7ro0OlIt7toCPMbUAI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8657443-Celery-MargaritaKH_011824_AR0038-4x3-fa3ac9cbd85b436493cf1fdf2f864447.jpg
Mint Julep Sweet Tea,https://www.allrecipes.com/mint-julep-sweet-tea-recipe-8658770,"{'quantity': '3', 'unit': 'cups', 'name': 'water'}, {'quantity': '3/4', 'unit': 'cups', 'name': 'fresh mint'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'sugar'}, {'quantity': '4', 'unit': 'bags', 'name': 'herbal tea'}, {'quantity': '6', 'unit': 'fluid ounces', 'name': 'bourbon'}, {'quantity': '16', 'unit': None, 'name': 'mint leaves'}, {'quantity': '4', 'unit': 'slices', 'name': 'lemon'}","Bring water, the 3/4 cup mint, and sugar to a boil in a saucepan. Remove from heat and add tea bags. Steep for 1 hour.. Strain mixture into a pitcher and add bourbon. Stir until combined.. Muddle 4 mint leaves in a glass. Fill halfway with ice, add a lemon slice, and fill with more ice. Add tea bourbon mixture; garnish with a mint sprig and a lemon wedge.","calories: 199, fat: 0g, carbs: 27g, protein: 0g, servings: 4",https://www.allrecipes.com/thmb/YCVQnuWy_0O2H6pR9_oXJP5Blfk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8658770_Mint-Julep-Sweet-Tea_Yolanda-Gutierrez_4x3-1898a5d25743429f9b751fb37dd25e9d.jpg
Watermelon Sour Patch Cocktail,https://www.allrecipes.com/watermelon-sour-patch-cocktail-recipe-8646615,"{'quantity': None, 'unit': None, 'name': 'sugar as needed, for rim'}, {'quantity': '1', 'unit': None, 'name': 'lime wedge'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'strawberry schnapps'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'vanilla vodka'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'sweet and sour mix'}","Pour 1/4 to 1/2 inch of sugar onto a small, shallow plate. Moisten rim of a rocks glass with a wedge of lime, dip the moistened glass into sugar; set aside.. Scoop ice into a shaker. Pour in strawberry schnapps, vanilla vodka, and sweet and sour mix;  cover and shake until the outside is frosted. Strain into a chilled glass.","calories: 335, fat: 0g, carbs: 47g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/27--MyvVozQLiTEW6YT4O02tj8c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8646615_Watermelon-Sour-Patch-Cocktail_Maura-Rawlette_4x3-badd483d6d184004b96db88a5e7f6a75.jpg
Thai Basil Mojito,https://www.allrecipes.com/thai-basil-mojito-recipe-8645339,"{'quantity': '2', 'unit': 'cups', 'name': 'ice,'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'lime juice'}, {'quantity': '3/4', 'unit': 'fluid ounce', 'name': 'simple syrup'}, {'quantity': '12', 'unit': None, 'name': 'fresh Thai basil leaves'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'rum'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'club soda'}, {'quantity': None, 'unit': None, 'name': 'lime wedge (optional)'}, {'quantity': '1', 'unit': None, 'name': 'Thai basil sprig (optional)'}","Fill a collins glass with ice and set aside.. In a cocktail shaker, combine lime juice, simple syrup and Thai basil leaves. Use a muddler to crush the leaves for about 10 seconds. Add rum and 1 cup of ice. Seal and shake vigorously until outside is frosted, 10 to 15 seconds.. Strain mojito into the glass and top with club soda; gently stir. Garnish with lime wedge and Thai basil sprig, if desired.","calories: 164, fat: 0g, carbs: 20g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/RwOXYv8R1n7cwN-JnlnKTAgSvlU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8645339_Thai-Basil-Mojito_France-Cevallos_4x3-fc37a877d11447528d1b7d34582d6ace.jpg
Tequila Old Fashioned,https://www.allrecipes.com/tequila-old-fashioned-recipe-8637052,"{'quantity': '4', 'unit': None, 'name': 'maraschino cherries'}, {'quantity': '1', 'unit': None, 'name': 'orange slice'}, {'quantity': '6', 'unit': None, 'name': 'ice cubes, or more if desired'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'Cointreau'}, {'quantity': '3', 'unit': 'dashes', 'name': 'bitters'}, {'quantity': '1', 'unit': None, 'name': 'orange twist'}","Place orange slice and 2 cherries in a rocks glass, and crush with a muddler. Add ice cubes to glass. Add tequila, Cointreau and bitters; stir. Garnish with additional 2 cherries and an orange twist.","calories: 266, fat: 0g, carbs: 19g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/yliaYEW6u8TXBhVnNwvPlY8RSQU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8637052_Tequila-Old-Fashioned_Yolanda-Gutierrez_4x3-0fe222f43f3c400c8cc7f83856f58860.jpg
Strawberry Jalapeno Margarita,https://www.allrecipes.com/strawberry-jalapeno-margarita-recipe-8636576,"{'quantity': '1', 'unit': 'teaspoon', 'name': 'salt'}, {'quantity': '1', 'unit': 'wedge', 'name': 'lime'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice'}, {'quantity': '3', 'unit': 'large', 'name': 'strawberries'}, {'quantity': '3', 'unit': 'slices', 'name': 'jalapeno'}, {'quantity': '2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'triple sec'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'lime juice'}, {'quantity': '3/4', 'unit': 'ounce', 'name': 'simple syrup'}","Sprinkle salt onto a plate. Moisten the rim of a glass with lime wedge. Press the moistened rim into the salt. Fill the glass with ice.. Fill a cocktail shaker with jalapeno slices and strawberries, reserving 1 slice of strawberry for garnish. Use a muddler to crush the jalapeno and strawberries to release their juices. Add tequila, triple sec, lime juice and simple syrup to the shaker and add 1 cup of ice. Seal and shake vigorously until outside is frosted, 10 to 15 seconds.. Strain margarita into the glass and garnish with remaining strawberry slice, if desired.","calories: 285, fat: 0g, carbs: 32g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/v37IjWxDfnlypQz9gLx_EMNwc04=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8636576_Strawberry-Jalapeno-Margarita_FranceCevallos_4x3-6f678fc9926a4c1e87e27748bd1fd28f.jpg
Coconut Margarita,https://www.allrecipes.com/coconut-margarita-recipe-8630074,"{'quantity': '2', 'unit': 'fluid ounces', 'name': 'tequila'}, {'quantity': '1 1/2', 'unit': 'fluid ounces', 'name': 'lime juice'}, {'quantity': '1 1/4', 'unit': 'fluid ounces', 'name': 'orange juice'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'cream of coconut'}, {'quantity': '1', 'unit': 'fluid ounce', 'name': 'coconut milk'}","Fill a cocktail shaker with ice. Add tequila, lime juice, orange juice, cream of coconut, and coconut milk. Shake until tequila mixture is completely chilled and cream of coconut is incorporated, about 30 seconds. Pour into glass. Serve immediately.","calories: 340, fat: 12g, carbs: 28g, protein: 1g, servings: 1",https://www.allrecipes.com/thmb/Mk5pCfq_End0XjyuoKAVF-s4CEM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8630074_Coconut-Margarita_Yolanda-Gutierrez_4x3-7203844222db419484b98463ccbb1878.jpg
